og_coord,Path
"(2057.0, 1123.0)","[(2057, 1123), (1248.0, 1112.0), (1232.0, 1096.0), (1216.0, 1080.0), (1200.0, 1064.0), (1184.0, 1048.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2065.0, 1176.0)","[(2065, 1176), (1856.0, 1160.0), (1280.0, 1144.0), (1264.0, 1128.0), (1248.0, 1112.0), (1232.0, 1096.0), (1216.0, 1080.0), (1200.0, 1064.0), (1184.0, 1048.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2010.0, 1475.0)","[(2010, 1475), (2008.0, 2080.0), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2028.0, 1467.0)","[(2028, 1467), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2023.0, 1452.0)","[(2023, 1452), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2000.0, 1480.0)","[(2000, 1480), (2008.0, 2080.0), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(1984.0, 1426.0)","[(1984, 1426), (1992.0, 2064.0), (2008.0, 2080.0), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2033.0, 1604.0)","[(2033, 1604), (2040.0, 2112.0), (2048, 2128)]"
"(2029.0, 1652.0)","[(2029, 1652), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2060.0, 1645.0)","[(2060, 1645), (2048, 2128)]"
"(2550.0, 1155.0)","[(2550, 1155), (2536.0, 1184.0), (2520.0, 1216.0), (2504.0, 1232.0), (2488.0, 1264.0), (2472.0, 1280.0), (2456.0, 1312.0), (2440.0, 1344.0), (2424.0, 1360.0), (2408.0, 1392.0), (2392.0, 1408.0), (2376.0, 1440.0), (2352.0, 1448.0), (2320.0, 1464.0), (2272.0, 1480.0), (2256.0, 1496.0), (2224.0, 1512.0), (2208.0, 1528.0), (2200.0, 1552.0), (2184.0, 1568.0), (2168.0, 1584.0), (2144.0, 1592.0), (2128.0, 1608.0), (2112.0, 1624.0), (2096.0, 1640.0), (2088.0, 1664.0), (2072.0, 1696.0), (2072.0, 1888.0), (2088.0, 1904.0), (2104.0, 1920.0), (2120.0, 1936.0), (2136.0, 1952.0), (2160.0, 1960.0), (2168.0, 1984.0), (2184.0, 2000.0), (2200.0, 2016.0), (2208, 2032)]"
"(2531.0, 1166.0)","[(2531, 1166), (2520.0, 1216.0), (2504.0, 1232.0), (2488.0, 1264.0), (2472.0, 1280.0), (2456.0, 1312.0), (2440.0, 1344.0), (2424.0, 1360.0), (2408.0, 1392.0), (2392.0, 1408.0), (2376.0, 1440.0), (2352.0, 1448.0), (2320.0, 1464.0), (2272.0, 1480.0), (2256.0, 1496.0), (2224.0, 1512.0), (2208.0, 1528.0), (2200.0, 1552.0), (2184.0, 1568.0), (2168.0, 1584.0), (2144.0, 1592.0), (2128.0, 1608.0), (2112.0, 1624.0), (2096.0, 1640.0), (2088.0, 1664.0), (2072.0, 1696.0), (2072.0, 1888.0), (2088.0, 1904.0), (2104.0, 1920.0), (2120.0, 1936.0), (2136.0, 1952.0), (2160.0, 1960.0), (2168.0, 1984.0), (2184.0, 2000.0), (2200.0, 2016.0), (2208, 2032)]"
"(339.0, 926.0)","[(339, 926), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(375.0, 923.0)","[(375, 923), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(324.0, 907.0)","[(324, 907), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(397.0, 953.0)","[(397, 953), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(455.0, 878.0)","[(455, 878), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(336.0, 899.0)","[(336, 899), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(343.0, 939.0)","[(343, 939), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(389.0, 1055.0)","[(389, 1055), (752.0, 1032.0), (760.0, 1008.0), (776.0, 992.0), (792.0, 976.0), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(628.0, 1031.0)","[(628, 1031), (752.0, 1016.0), (768.0, 1000.0), (784.0, 984.0), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(325.0, 918.0)","[(325, 918), (336.0, 920.0), (344.0, 960.0), (360.0, 1024.0), (376.0, 1040.0), (392.0, 1184.0), (408.0, 1200.0), (424.0, 1216.0), (440.0, 1232.0), (456.0, 1248.0), (472.0, 1264.0), (480, 1280)]"
"(493.0, 1028.0)","[(493, 1028), (488.0, 1056.0), (688.0, 1064.0), (680.0, 1104.0), (664.0, 1120.0), (648.0, 1152.0), (608.0, 1160.0), (592.0, 1176.0), (576.0, 1192.0), (560.0, 1208.0), (528.0, 1224.0), (512.0, 1240.0), (496.0, 1256.0), (480.0, 1272.0), (480, 1280)]"
"(488.0, 1046.0)","[(488, 1046), (752.0, 1032.0), (760.0, 1008.0), (776.0, 992.0), (792.0, 976.0), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(439.0, 860.0)","[(439, 860), (960.0, 840.0), (976, 832)]"
"(585.0, 1038.0)","[(585, 1038), (752.0, 1016.0), (768.0, 1000.0), (784.0, 984.0), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(393.0, 1032.0)","[(393, 1032), (752.0, 1016.0), (768.0, 1000.0), (784.0, 984.0), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(520.0, 1045.0)","[(520, 1045), (752.0, 1032.0), (760.0, 1008.0), (776.0, 992.0), (792.0, 976.0), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(369.0, 986.0)","[(369, 986), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(937.0, 1004.0)","[(937, 1004), (936.0, 864.0), (952.0, 848.0), (968.0, 832.0), (976, 832)]"
"(983.0, 1314.0)","[(983, 1314), (984.0, 1424.0), (1008.0, 1432.0), (1024.0, 1448.0), (1040.0, 1464.0), (1048.0, 1488.0), (1064.0, 1520.0), (1080.0, 1536.0), (1096.0, 1648.0), (1096.0, 1808.0), (1088, 1824)]"
"(2076.0, 748.0)","[(2076, 748), (2056.0, 752.0), (2016.0, 760.0), (2000.0, 776.0), (2008.0, 864.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2064.0, 888.0)","[(2064, 888), (2016.0, 888.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2040.0, 799.0)","[(2040, 799), (2016.0, 792.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2005.0, 781.0)","[(2005, 781), (2008.0, 864.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
